customer_id,credit_score,credit_score_bins,churn,churn_num,country,gender,age,age_bins,tenure,tenure_bins,balance_owed,number_of_products,credit_card,active_member,salary
15752731,615,Fair,No,0,France,Female,30,20-30 Years Old,9,5+ Years,$0.00,1,Yes,No,"$87,347.82"
15600997,747,Very Good,No,0,Germany,Female,32,30-40 Years Old,5,3-5 Years,"$67,495.04",2,No,Yes,"$77,370.37"
15750776,850,Excellent,No,0,France,Female,36,30-40 Years Old,0,0-1 Year,"$164,850.54",1,Yes,Yes,"$62,722.44"
15723907,712,Good,No,0,Germany,Female,49,40-50 Years Old,5,3-5 Years,"$154,776.42",2,No,No,"$196,257.68"
15633419,622,Fair,No,0,Germany,Female,28,20-30 Years Old,1,0-1 Year,"$143,124.63",2,Yes,No,"$81,723.80"
15702430,548,Poor,No,0,France,Female,35,30-40 Years Old,10,5+ Years,$0.00,1,Yes,Yes,"$31,299.71"
15710456,607,Fair,No,0,France,Female,27,20-30 Years Old,2,1-3 Years,$0.00,2,Yes,No,"$63,495.86"
15650351,653,Fair,No,0,France,Female,38,30-40 Years Old,8,5+ Years,"$102,133.38",1,Yes,Yes,"$166,520.96"
15590820,699,Good,No,0,Spain,Male,26,20-30 Years Old,6,5+ Years,"$79,932.41",1,No,No,"$150,242.44"
15640454,693,Good,Yes,1,Germany,Male,40,30-40 Years Old,0,0-1 Year,"$120,711.73",1,No,No,"$27,345.18"
15697789,647,Fair,No,0,Germany,Female,43,40-50 Years Old,3,1-3 Years,"$122,717.53",2,Yes,Yes,"$87,000.39"
15808182,478,Poor,No,0,Spain,Female,36,30-40 Years Old,3,1-3 Years,"$92,363.30",2,Yes,No,"$44,912.70"
15588670,705,Good,Yes,1,Spain,Female,40,30-40 Years Old,5,3-5 Years,"$203,715.15",1,Yes,No,"$179,978.68"
15721292,719,Good,No,0,Spain,Male,39,30-40 Years Old,5,3-5 Years,$0.00,2,Yes,No,"$145,759.70"
15604217,726,Good,No,0,France,Male,34,30-40 Years Old,9,5+ Years,$0.00,2,No,No,"$14,121.61"
15651369,626,Fair,No,0,France,Male,21,20-30 Years Old,1,0-1 Year,$0.00,2,Yes,No,"$66,232.23"
15782454,552,Poor,Yes,1,France,Male,49,40-50 Years Old,4,3-5 Years,$0.00,1,Yes,Yes,"$190,296.76"
15814032,807,Excellent,No,0,Germany,Female,31,30-40 Years Old,1,0-1 Year,"$93,460.47",2,No,No,"$172,782.69"
15570326,621,Fair,No,0,France,Male,34,30-40 Years Old,6,5+ Years,$0.00,2,Yes,Yes,"$99,128.13"
15624428,651,Fair,No,0,Germany,Female,24,20-30 Years Old,7,5+ Years,"$40,224.70",1,Yes,Yes,"$178,341.33"
15755638,673,Good,Yes,1,France,Female,43,40-50 Years Old,5,3-5 Years,"$168,069.73",1,Yes,Yes,"$146,992.24"
15600992,652,Fair,No,0,France,Male,36,30-40 Years Old,1,0-1 Year,$0.00,2,Yes,Yes,"$151,314.98"
15755649,584,Fair,No,0,Germany,Male,47,40-50 Years Old,7,5+ Years,"$130,538.77",1,Yes,No,"$92,915.84"
15795228,756,Very Good,No,0,France,Male,37,30-40 Years Old,3,1-3 Years,"$132,623.60",1,Yes,Yes,"$58,974.00"
15589257,670,Good,No,0,France,Female,35,30-40 Years Old,3,1-3 Years,"$103,465.02",2,Yes,Yes,"$174,627.06"
15719302,765,Very Good,Yes,1,France,Female,50,40-50 Years Old,9,5+ Years,"$126,547.80",1,Yes,Yes,"$79,579.94"
15639882,528,Poor,No,0,France,Male,30,20-30 Years Old,2,1-3 Years,"$128,262.72",2,Yes,No,"$50,771.16"
15791279,701,Good,Yes,1,France,Male,40,30-40 Years Old,5,3-5 Years,"$169,742.64",1,Yes,Yes,"$153,537.55"
15636935,797,Very Good,No,0,France,Female,29,20-30 Years Old,1,0-1 Year,$0.00,2,Yes,Yes,"$132,975.39"
15686909,639,Fair,No,0,Germany,Male,27,20-30 Years Old,3,1-3 Years,"$150,795.81",1,No,Yes,"$85,208.93"
15589572,785,Very Good,Yes,1,Spain,Female,61,60+ Years Old,4,3-5 Years,"$129,855.72",2,Yes,No,"$170,214.82"
15779947,363,Poor,Yes,1,Spain,Female,28,20-30 Years Old,6,5+ Years,"$146,098.43",3,Yes,No,"$100,615.14"
15573769,764,Very Good,No,0,France,Female,24,20-30 Years Old,7,5+ Years,$0.00,2,Yes,No,"$186,105.99"
15578866,676,Good,No,0,France,Female,43,40-50 Years Old,2,1-3 Years,$0.00,1,Yes,Yes,"$55,119.53"
15739131,718,Good,No,0,Germany,Male,28,20-30 Years Old,4,3-5 Years,"$65,643.30",1,Yes,No,"$28,760.99"
15813444,590,Fair,No,0,Spain,Female,34,30-40 Years Old,6,5+ Years,$0.00,2,Yes,No,"$171,021.44"
15678058,584,Fair,No,0,France,Male,38,30-40 Years Old,9,5+ Years,"$104,584.16",1,Yes,No,"$176,678.72"
15769169,645,Fair,No,0,France,Male,41,40-50 Years Old,7,5+ Years,$0.00,1,No,Yes,"$28,667.56"
15804602,772,Very Good,No,0,Germany,Male,30,20-30 Years Old,6,5+ Years,"$99,785.28",2,No,No,"$197,238.03"
15651052,399,Poor,Yes,1,Germany,Male,46,40-50 Years Old,2,1-3 Years,"$127,655.22",1,Yes,No,"$139,994.68"
15724334,529,Poor,No,0,France,Male,22,20-30 Years Old,5,3-5 Years,$0.00,1,Yes,No,"$151,169.83"
15569451,463,Poor,No,0,France,Male,35,30-40 Years Old,2,1-3 Years,"$101,257.16",1,Yes,Yes,"$118,113.64"
15650098,630,Fair,No,0,France,Female,40,30-40 Years Old,7,5+ Years,$0.00,2,Yes,Yes,"$34,453.17"
15724307,780,Very Good,No,0,France,Male,76,60+ Years Old,10,5+ Years,"$121,313.88",1,No,Yes,"$64,872.33"
15599268,584,Fair,No,0,Spain,Male,32,30-40 Years Old,5,3-5 Years,$0.00,2,Yes,No,"$10,956.82"
15594864,752,Very Good,No,0,Germany,Male,30,20-30 Years Old,4,3-5 Years,"$81,523.38",1,Yes,Yes,"$36,885.85"
15616451,697,Good,No,0,France,Female,47,40-50 Years Old,6,5+ Years,"$128,252.66",1,Yes,Yes,"$168,053.40"
15715667,850,Excellent,No,0,France,Female,32,30-40 Years Old,7,5+ Years,$0.00,2,No,No,"$155,227.00"
15658969,711,Good,Yes,1,France,Male,51,50-60 Years Old,7,5+ Years,$0.00,3,Yes,No,"$38,409.79"
15738174,452,Poor,No,0,France,Female,32,30-40 Years Old,5,3-5 Years,$0.00,2,No,Yes,"$75,279.39"
15813590,610,Fair,Yes,1,Spain,Male,42,40-50 Years Old,6,5+ Years,$0.00,2,Yes,No,"$158,302.59"
15624229,694,Good,No,0,France,Female,22,20-30 Years Old,4,3-5 Years,$0.00,2,Yes,Yes,"$11,525.72"
15674148,579,Poor,Yes,1,Spain,Male,33,30-40 Years Old,6,5+ Years,$0.00,1,Yes,No,"$94,993.04"
15625080,745,Very Good,Yes,1,Spain,Female,54,50-60 Years Old,8,5+ Years,$0.00,1,Yes,No,"$173,912.29"
15682528,572,Poor,No,0,France,Male,33,30-40 Years Old,5,3-5 Years,$0.00,1,No,Yes,"$41,139.05"
15696900,505,Poor,No,0,Germany,Male,29,20-30 Years Old,3,1-3 Years,"$145,541.56",2,Yes,Yes,"$58,019.95"
15730038,706,Good,Yes,1,France,Female,23,20-30 Years Old,5,3-5 Years,$0.00,1,No,No,"$164,128.41"
15812272,693,Good,Yes,1,Germany,Male,44,40-50 Years Old,5,3-5 Years,"$124,601.58",2,Yes,Yes,"$46,998.13"
15654654,725,Good,No,0,Germany,Female,33,30-40 Years Old,7,5+ Years,"$115,182.84",2,Yes,Yes,"$177,279.41"
15697625,791,Very Good,No,0,France,Male,37,30-40 Years Old,2,1-3 Years,"$163,789.49",2,Yes,No,"$75,832.53"
15616280,536,Poor,No,0,France,Male,46,40-50 Years Old,1,0-1 Year,"$65,733.41",1,Yes,No,"$61,094.53"
15654229,699,Good,No,0,Spain,Male,47,40-50 Years Old,1,0-1 Year,$0.00,2,No,Yes,"$30,117.44"
15628298,500,Poor,No,0,Spain,Female,47,40-50 Years Old,8,5+ Years,"$128,486.11",1,Yes,No,"$179,227.12"
15733387,707,Good,No,0,Spain,Female,53,50-60 Years Old,6,5+ Years,"$109,663.47",1,Yes,Yes,"$52,110.45"
15775572,531,Poor,No,0,Germany,Female,42,40-50 Years Old,6,5+ Years,"$88,324.31",2,Yes,No,"$75,248.75"
15613844,557,Poor,No,0,France,Female,28,20-30 Years Old,7,5+ Years,"$146,445.24",2,Yes,No,"$184,317.74"
15578515,659,Fair,No,0,France,Female,38,30-40 Years Old,3,1-3 Years,$0.00,2,Yes,No,"$158,553.10"
15607598,575,Poor,No,0,Spain,Female,31,30-40 Years Old,6,5+ Years,$0.00,2,Yes,Yes,"$95,686.42"
15742480,775,Very Good,No,0,Germany,Male,36,30-40 Years Old,2,1-3 Years,"$109,949.05",2,No,Yes,"$71,682.54"
15749482,772,Very Good,No,0,Spain,Male,30,20-30 Years Old,4,3-5 Years,"$78,653.05",1,Yes,No,"$1,790.48"
15607537,587,Fair,Yes,1,Germany,Male,46,40-50 Years Old,9,5+ Years,"$107,850.82",1,Yes,No,"$139,431.00"
15575410,667,Fair,No,0,Germany,Female,39,30-40 Years Old,4,3-5 Years,"$83,765.35",2,Yes,No,"$118,358.54"
15684865,771,Very Good,No,0,France,Female,66,60+ Years Old,7,5+ Years,"$143,773.07",1,Yes,Yes,"$130,827.88"
15600700,523,Poor,No,0,Germany,Male,63,60+ Years Old,6,5+ Years,"$116,227.27",1,Yes,Yes,"$119,404.63"
15774155,662,Fair,No,0,Germany,Male,33,30-40 Years Old,0,0-1 Year,"$103,471.52",1,Yes,Yes,"$162,703.00"
15634267,717,Good,No,0,France,Male,42,40-50 Years Old,5,3-5 Years,$0.00,2,Yes,No,"$172,665.21"
15619626,746,Very Good,No,0,France,Male,24,20-30 Years Old,3,1-3 Years,"$137,492.35",2,No,Yes,"$170,142.09"
15660422,569,Poor,No,0,France,Male,28,20-30 Years Old,7,5+ Years,$0.00,2,Yes,No,"$73,977.23"
15617934,579,Poor,No,0,France,Male,36,30-40 Years Old,9,5+ Years,"$129,829.59",1,Yes,Yes,"$60,906.12"
15760774,519,Poor,No,0,France,Female,21,20-30 Years Old,1,0-1 Year,"$146,329.57",2,Yes,Yes,"$194,867.27"
15813132,696,Good,No,0,Germany,Male,30,20-30 Years Old,4,3-5 Years,"$114,027.70",1,Yes,Yes,"$193,716.56"
15593331,693,Good,No,0,Germany,Male,25,20-30 Years Old,6,5+ Years,"$146,580.69",1,No,Yes,"$14,633.35"
15616709,587,Fair,No,0,Germany,Female,38,30-40 Years Old,0,0-1 Year,"$132,122.42",2,No,No,"$31,730.32"
15658052,626,Fair,Yes,1,France,Female,44,40-50 Years Old,10,5+ Years,"$81,553.93",1,Yes,No,"$20,063.63"
15721189,666,Fair,No,0,France,Female,66,60+ Years Old,7,5+ Years,$0.00,2,Yes,Yes,"$99,792.82"
15711288,512,Poor,No,0,France,Male,24,20-30 Years Old,6,5+ Years,$0.00,2,Yes,No,"$37,654.31"
15770030,689,Good,No,0,Spain,Female,28,20-30 Years Old,3,1-3 Years,$0.00,2,Yes,Yes,"$192,449.02"
15803681,803,Excellent,No,0,France,Female,26,20-30 Years Old,4,3-5 Years,$0.00,2,Yes,Yes,"$181,208.47"
15702789,548,Poor,No,0,Germany,Male,32,30-40 Years Old,5,3-5 Years,"$175,214.71",1,Yes,Yes,"$155,165.61"
15814930,588,Fair,Yes,1,Germany,Female,40,30-40 Years Old,10,5+ Years,"$125,534.51",1,Yes,No,"$121,504.18"
15658306,693,Good,No,0,France,Male,68,60+ Years Old,4,3-5 Years,"$97,705.99",1,Yes,Yes,"$61,569.07"
15699523,499,Poor,No,0,Germany,Female,55,50-60 Years Old,4,3-5 Years,"$126,817.65",2,Yes,No,"$123,269.71"
15610383,628,Fair,Yes,1,France,Female,46,40-50 Years Old,1,0-1 Year,"$46,870.43",4,Yes,No,"$31,272.14"
15615032,624,Fair,No,0,Spain,Male,46,40-50 Years Old,3,1-3 Years,$0.00,2,Yes,Yes,"$62,825.03"
15781989,733,Good,No,0,France,Male,42,40-50 Years Old,9,5+ Years,"$120,094.93",1,Yes,No,"$184,056.45"
15647402,628,Fair,No,0,France,Female,38,30-40 Years Old,3,1-3 Years,$0.00,2,Yes,Yes,"$48,924.73"
15740494,633,Fair,No,0,France,Female,33,30-40 Years Old,3,1-3 Years,$0.00,2,Yes,No,"$191,111.02"
15701265,559,Poor,No,0,Germany,Female,36,30-40 Years Old,1,0-1 Year,"$104,356.94",2,No,Yes,"$54,184.06"
15743532,704,Good,Yes,1,Germany,Male,27,20-30 Years Old,5,3-5 Years,"$147,004.34",1,Yes,No,"$64,381.33"
15794870,744,Very Good,No,0,Germany,Male,38,30-40 Years Old,6,5+ Years,"$73,023.17",2,Yes,No,"$78,770.86"
15747591,665,Fair,No,0,Spain,Female,40,30-40 Years Old,1,0-1 Year,"$173,432.55",1,No,Yes,"$116,766.79"
15726557,638,Fair,No,0,France,Female,42,40-50 Years Old,7,5+ Years,"$165,679.92",1,No,No,"$32,916.29"
15732199,837,Excellent,No,0,Spain,Male,31,30-40 Years Old,9,5+ Years,"$104,678.62",1,No,Yes,"$50,972.60"
15662291,534,Poor,Yes,1,France,Female,55,50-60 Years Old,8,5+ Years,"$116,973.26",3,Yes,No,"$122,066.50"
15749050,548,Poor,No,0,France,Female,36,30-40 Years Old,3,1-3 Years,$0.00,1,Yes,No,"$65,996.90"
15781586,837,Excellent,No,0,Germany,Male,38,30-40 Years Old,2,1-3 Years,"$126,732.85",1,Yes,Yes,"$79,577.38"
15617078,658,Fair,No,0,France,Female,44,40-50 Years Old,6,5+ Years,"$148,481.09",1,Yes,No,"$130,529.13"
15723339,554,Poor,No,0,France,Female,38,30-40 Years Old,4,3-5 Years,"$137,654.05",2,Yes,Yes,"$172,629.67"
15671322,724,Good,No,0,Germany,Male,30,20-30 Years Old,7,5+ Years,"$115,315.04",1,Yes,No,"$15,216.53"
15793854,723,Good,No,0,France,Male,42,40-50 Years Old,2,1-3 Years,"$99,095.73",1,Yes,Yes,"$17,512.53"
15756539,585,Fair,No,0,Germany,Female,39,30-40 Years Old,7,5+ Years,"$165,610.41",2,No,No,"$131,852.01"
15612064,474,Poor,Yes,1,France,Male,33,30-40 Years Old,5,3-5 Years,$0.00,2,Yes,No,"$181,945.52"
15625916,562,Poor,No,0,Spain,Male,32,30-40 Years Old,6,5+ Years,"$161,628.66",1,Yes,No,"$91,482.50"
15683195,719,Good,No,0,France,Male,32,30-40 Years Old,9,5+ Years,"$146,605.27",1,Yes,Yes,"$77,119.45"
15690182,635,Fair,Yes,1,Germany,Male,37,30-40 Years Old,5,3-5 Years,"$113,488.68",1,Yes,No,"$95,611.74"
15721719,743,Very Good,No,0,France,Male,42,40-50 Years Old,7,5+ Years,"$77,002.20",2,Yes,Yes,"$80,428.42"
15641690,681,Good,No,0,Spain,Male,67,60+ Years Old,7,5+ Years,$0.00,2,No,Yes,"$163,714.92"
15634896,521,Poor,No,0,France,Female,39,30-40 Years Old,6,5+ Years,$0.00,2,No,Yes,"$27,375.15"
15671590,741,Very Good,No,0,Spain,Male,25,20-30 Years Old,4,3-5 Years,$0.00,2,Yes,Yes,"$73,873.65"
15779182,790,Very Good,Yes,1,Spain,Male,46,40-50 Years Old,8,5+ Years,"$182,364.53",1,No,No,"$139,266.48"
15778287,622,Fair,No,0,France,Male,35,30-40 Years Old,8,5+ Years,$0.00,2,Yes,Yes,"$131,772.51"
15609510,669,Fair,No,0,France,Male,45,40-50 Years Old,7,5+ Years,"$149,364.58",1,No,Yes,"$173,454.07"
15742229,583,Fair,No,0,France,Male,59,50-60 Years Old,7,5+ Years,"$127,450.14",1,No,Yes,"$67,552.71"
15658532,520,Poor,No,0,Spain,Female,63,60+ Years Old,5,3-5 Years,"$162,278.32",1,Yes,Yes,"$34,765.33"
15590993,579,Poor,No,0,Spain,Male,37,30-40 Years Old,5,3-5 Years,"$152,212.88",2,No,No,"$120,219.14"
15565701,698,Good,No,0,Spain,Female,39,30-40 Years Old,9,5+ Years,"$161,993.89",1,No,No,"$90,212.38"
15597239,548,Poor,No,0,Spain,Male,39,30-40 Years Old,7,5+ Years,"$131,468.44",1,Yes,No,"$164,975.82"
15688880,672,Good,Yes,1,Germany,Male,40,30-40 Years Old,10,5+ Years,"$102,980.44",1,Yes,No,"$1,285.81"
15813917,653,Fair,No,0,Germany,Male,31,30-40 Years Old,9,5+ Years,"$143,321.97",1,Yes,No,"$83,679.46"
15679611,734,Good,No,0,Spain,Female,37,30-40 Years Old,2,1-3 Years,"$130,404.92",1,No,No,"$34,548.74"
15636589,794,Very Good,No,0,France,Female,41,40-50 Years Old,7,5+ Years,$0.00,2,Yes,Yes,"$74,275.08"
15687752,641,Fair,No,0,France,Male,30,20-30 Years Old,2,1-3 Years,"$87,505.47",2,No,Yes,"$7,278.57"
15584363,824,Excellent,No,0,France,Male,30,20-30 Years Old,0,0-1 Year,"$133,634.02",1,Yes,Yes,"$162,053.92"
15737748,534,Poor,No,0,Spain,Female,33,30-40 Years Old,3,1-3 Years,"$151,233.62",1,No,No,"$199,336.63"
15803365,653,Fair,No,0,Spain,Male,55,50-60 Years Old,2,1-3 Years,"$70,263.83",1,No,Yes,"$62,347.71"
15793247,498,Poor,No,0,France,Male,34,30-40 Years Old,5,3-5 Years,$0.00,2,Yes,Yes,"$91,711.66"
15572360,683,Good,No,0,France,Male,30,20-30 Years Old,10,5+ Years,"$57,657.49",1,No,No,"$79,240.90"
15795166,618,Fair,No,0,Germany,Male,42,40-50 Years Old,8,5+ Years,"$153,572.31",2,Yes,Yes,"$76,679.60"
15724620,538,Poor,No,0,France,Male,37,30-40 Years Old,1,0-1 Year,"$134,752.08",1,Yes,No,"$162,511.55"
15800856,643,Fair,No,0,Spain,Male,34,30-40 Years Old,3,1-3 Years,"$83,132.09",1,Yes,Yes,"$21,360.88"
15671097,428,Poor,No,0,France,Female,31,30-40 Years Old,2,1-3 Years,$0.00,2,Yes,No,"$54,487.43"
15683930,593,Fair,Yes,1,Germany,Female,32,30-40 Years Old,9,5+ Years,"$134,096.53",2,Yes,No,"$53,931.05"
15749004,718,Good,No,0,France,Female,31,30-40 Years Old,0,0-1 Year,"$118,100.59",2,Yes,No,"$103,165.15"
15800434,811,Excellent,Yes,1,Germany,Male,52,50-60 Years Old,10,5+ Years,"$76,915.40",1,No,No,"$146,359.81"
15709117,823,Excellent,Yes,1,Spain,Female,46,40-50 Years Old,3,1-3 Years,"$81,576.75",1,Yes,Yes,"$28,370.95"
15638806,645,Fair,No,0,Spain,Male,49,40-50 Years Old,2,1-3 Years,$0.00,2,No,No,"$10,023.15"
15662294,710,Good,No,0,France,Male,33,30-40 Years Old,10,5+ Years,"$118,327.17",2,Yes,Yes,"$192,928.82"
15690079,591,Fair,No,0,Spain,Male,30,20-30 Years Old,8,5+ Years,"$124,857.69",2,No,No,"$50,485.70"
15759317,748,Very Good,No,0,Germany,Female,27,20-30 Years Old,2,1-3 Years,"$90,971.85",1,Yes,Yes,"$131,662.47"
15750497,850,Excellent,No,0,France,Female,37,30-40 Years Old,7,5+ Years,"$153,147.75",1,Yes,Yes,"$152,235.30"
15596181,542,Poor,Yes,1,France,Male,38,30-40 Years Old,8,5+ Years,"$65,942.26",1,Yes,Yes,"$68,093.23"
15576602,809,Excellent,No,0,France,Male,38,30-40 Years Old,3,1-3 Years,$0.00,2,Yes,Yes,"$80,061.31"
15644833,675,Good,Yes,1,France,Male,54,50-60 Years Old,2,1-3 Years,$0.00,1,Yes,No,"$149,583.67"
15734634,607,Fair,No,0,Spain,Female,27,20-30 Years Old,5,3-5 Years,"$100,912.19",1,No,No,"$7,631.27"
15808689,850,Excellent,No,0,France,Female,31,30-40 Years Old,4,3-5 Years,$0.00,2,Yes,Yes,"$33,082.81"
15720702,789,Very Good,Yes,1,France,Male,37,30-40 Years Old,3,1-3 Years,$0.00,1,Yes,No,"$121,883.87"
15665077,598,Fair,Yes,1,France,Female,43,40-50 Years Old,5,3-5 Years,$0.00,3,Yes,Yes,"$100,722.72"
15763612,756,Very Good,No,0,Germany,Male,41,40-50 Years Old,2,1-3 Years,"$124,439.49",2,No,Yes,"$47,093.11"
15596493,687,Good,No,0,France,Female,47,40-50 Years Old,7,5+ Years,$0.00,2,Yes,Yes,"$177,624.01"
15704483,724,Good,No,0,France,Male,40,30-40 Years Old,6,5+ Years,$0.00,2,No,No,"$106,149.48"
15598846,700,Good,No,0,France,Female,44,40-50 Years Old,2,1-3 Years,"$58,781.76",1,Yes,No,"$16,874.92"
15629244,635,Fair,Yes,1,Spain,Male,50,40-50 Years Old,7,5+ Years,"$159,453.64",2,No,No,"$54,560.79"
15765537,687,Good,No,0,Germany,Male,26,20-30 Years Old,2,1-3 Years,"$142,721.52",1,Yes,Yes,"$153,605.75"
15729975,613,Fair,No,0,France,Female,46,40-50 Years Old,8,5+ Years,"$167,795.60",1,No,Yes,"$44,390.38"
15682773,781,Very Good,No,0,France,Female,38,30-40 Years Old,3,1-3 Years,"$128,345.69",2,Yes,No,"$63,218.85"
15688007,703,Good,No,0,Spain,Male,20,0-20 Years Old,3,1-3 Years,"$165,260.98",1,Yes,Yes,"$41,626.78"
15574331,593,Fair,Yes,1,Germany,Female,62,60+ Years Old,3,1-3 Years,"$118,233.81",1,No,Yes,"$24,765.53"
15645572,743,Very Good,Yes,1,France,Female,40,30-40 Years Old,6,5+ Years,$0.00,1,Yes,No,"$28,280.80"
15742854,640,Fair,No,0,Spain,Female,46,40-50 Years Old,8,5+ Years,$0.00,2,Yes,No,"$89,043.19"
15575417,849,Excellent,No,0,Germany,Male,37,30-40 Years Old,7,5+ Years,"$143,452.74",2,Yes,Yes,"$17,294.12"
15796721,778,Very Good,No,0,France,Male,38,30-40 Years Old,3,1-3 Years,"$145,018.49",2,Yes,Yes,"$126,702.41"
15734942,539,Poor,No,0,Germany,Female,38,30-40 Years Old,8,5+ Years,"$82,407.51",1,Yes,No,"$13,123.41"
15664772,489,Poor,No,0,Germany,Male,28,20-30 Years Old,1,0-1 Year,"$79,460.98",2,Yes,Yes,"$167,973.63"
15576683,568,Poor,Yes,1,Spain,Female,43,40-50 Years Old,9,5+ Years,$0.00,1,Yes,No,"$125,870.79"
15682563,618,Fair,No,0,Spain,Male,38,30-40 Years Old,5,3-5 Years,"$126,473.99",1,Yes,No,"$91,972.49"
15650889,710,Good,No,0,Germany,Female,30,20-30 Years Old,10,5+ Years,"$133,537.10",2,Yes,No,"$155,593.74"
15612108,625,Fair,No,0,France,Male,52,50-60 Years Old,5,3-5 Years,"$164,978.01",1,Yes,Yes,"$67,788.49"
15761132,682,Good,No,0,Spain,Male,46,40-50 Years Old,7,5+ Years,"$128,029.72",1,Yes,Yes,"$62,615.35"
15645511,727,Good,Yes,1,Spain,Male,43,40-50 Years Old,2,1-3 Years,"$97,403.18",1,Yes,Yes,"$107,415.02"
15609824,794,Very Good,Yes,1,France,Female,41,40-50 Years Old,7,5+ Years,"$176,845.41",3,Yes,No,"$166,526.26"
15640268,652,Fair,No,0,Spain,Male,71,60+ Years Old,4,3-5 Years,$0.00,1,Yes,Yes,"$120,107.10"
15645778,670,Good,No,0,Spain,Male,42,40-50 Years Old,3,1-3 Years,"$81,589.04",1,Yes,No,"$188,227.80"
15691104,460,Poor,Yes,1,Germany,Female,40,30-40 Years Old,6,5+ Years,"$119,507.58",2,Yes,No,"$91,560.63"
15714567,568,Poor,No,0,Spain,Female,26,20-30 Years Old,6,5+ Years,$0.00,2,No,No,"$166,495.20"
15777826,643,Fair,No,0,France,Male,30,20-30 Years Old,5,3-5 Years,"$94,443.77",1,Yes,Yes,"$165,614.40"
15668445,521,Poor,No,0,France,Male,37,30-40 Years Old,2,1-3 Years,$0.00,2,Yes,Yes,"$86,372.24"
15576162,615,Fair,No,0,France,Male,32,30-40 Years Old,7,5+ Years,"$92,199.84",1,Yes,Yes,"$2,755.53"
15778135,575,Poor,No,0,Spain,Male,43,40-50 Years Old,3,1-3 Years,$0.00,1,Yes,No,"$83,594.51"
15613141,717,Good,No,0,France,Female,41,40-50 Years Old,3,1-3 Years,"$135,756.96",1,Yes,Yes,"$103,706.41"
15635435,648,Fair,Yes,1,France,Female,54,50-60 Years Old,9,5+ Years,"$120,633.42",1,No,No,"$5,924.38"
15596552,535,Poor,Yes,1,Germany,Male,48,40-50 Years Old,5,3-5 Years,"$134,542.73",1,Yes,Yes,"$58,203.67"
15623644,626,Fair,No,0,Spain,Male,29,20-30 Years Old,7,5+ Years,$0.00,2,Yes,No,"$49,361.84"
15683403,611,Fair,Yes,1,Spain,Male,52,50-60 Years Old,7,5+ Years,$0.00,1,No,Yes,"$73,585.18"
15615029,734,Good,No,0,Spain,Male,39,30-40 Years Old,6,5+ Years,$0.00,1,Yes,Yes,"$95,135.27"
15769005,709,Good,No,0,France,Male,49,40-50 Years Old,4,3-5 Years,"$154,344.49",2,Yes,Yes,"$38,794.57"
15746326,591,Fair,No,0,France,Male,43,40-50 Years Old,3,1-3 Years,$0.00,2,No,Yes,"$198,926.36"
15722364,664,Fair,No,0,France,Male,43,40-50 Years Old,9,5+ Years,"$189,026.53",2,Yes,Yes,"$56,099.86"
15704954,431,Poor,No,0,France,Male,37,30-40 Years Old,0,0-1 Year,"$120,764.08",1,Yes,Yes,"$117,023.08"
15694409,647,Fair,No,0,Germany,Female,22,20-30 Years Old,3,1-3 Years,"$97,975.82",2,No,Yes,"$62,083.00"
15754068,578,Poor,No,0,France,Male,32,30-40 Years Old,4,3-5 Years,$0.00,2,Yes,Yes,"$141,822.80"
15683841,555,Poor,No,0,Germany,Male,41,40-50 Years Old,10,5+ Years,"$113,270.20",2,Yes,Yes,"$185,387.14"
15789095,775,Very Good,No,0,Spain,Male,30,20-30 Years Old,4,3-5 Years,$0.00,2,No,Yes,"$57,461.13"
15719958,850,Excellent,No,0,Germany,Male,39,30-40 Years Old,3,1-3 Years,"$124,548.99",2,Yes,Yes,"$120,380.12"
15689514,625,Fair,Yes,1,France,Male,43,40-50 Years Old,8,5+ Years,"$201,696.07",1,Yes,No,"$133,020.90"
15621353,645,Fair,No,0,Spain,Female,37,30-40 Years Old,7,5+ Years,$0.00,2,Yes,No,"$13,589.93"
15627232,608,Fair,Yes,1,Germany,Male,44,40-50 Years Old,7,5+ Years,"$114,203.47",1,Yes,Yes,"$77,830.36"
15745843,689,Good,No,0,Spain,Female,31,30-40 Years Old,4,3-5 Years,$0.00,2,Yes,Yes,"$136,610.02"
15722902,652,Fair,Yes,1,Germany,Male,50,40-50 Years Old,8,5+ Years,"$125,437.64",1,Yes,Yes,"$17,160.94"
15791767,769,Very Good,No,0,France,Female,26,20-30 Years Old,7,5+ Years,$0.00,2,Yes,No,"$176,843.53"
15792722,611,Fair,No,0,France,Female,43,40-50 Years Old,8,5+ Years,"$64,897.75",1,Yes,No,"$114,996.33"
15723006,489,Poor,No,0,France,Male,38,30-40 Years Old,8,5+ Years,$0.00,2,No,Yes,"$196,990.79"
15771942,528,Poor,Yes,1,Germany,Female,46,40-50 Years Old,9,5+ Years,"$135,555.66",1,Yes,No,"$133,146.03"
15774738,632,Fair,No,0,France,Male,44,40-50 Years Old,3,1-3 Years,"$107,764.75",1,Yes,No,"$185,667.72"
15574004,429,Poor,No,0,France,Female,27,20-30 Years Old,6,5+ Years,"$117,307.44",2,Yes,Yes,"$24,020.49"
15587233,457,Poor,Yes,1,France,Male,41,40-50 Years Old,8,5+ Years,"$73,700.12",3,Yes,Yes,"$185,750.02"
